# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_control_rewards,mean_count_rewards,forward_dynamics_loss,inverse_dynamics_loss,batch_action_variance
0,1654487654.49682,0,730.775024414062,0.026562500745058,4.44241714477539,0.037891376763582,-0.097253546118736,8.30078133731149E-05,0.001316100009717,0.00139910785947,0.028179604560137,0.169062495231628,706.930541992188,19.4614105224609,5.3037109375
1,1654487658.54414,3200,591.232055664063,0,-38.3498115539551,2.8506031036377,-0.097130231559277,0,0.001389228389598,0.001389228389598,0.029180731624365,0.181250005960465,607.369445800781,19.4588966369629,3.796875
2,1654487664.48947,6400,558.853332519531,0,-3.03348112106323,0.071719661355019,-0.097217366099358,0,0.001096125226468,0.001096125226468,0.028155036270619,0.149687498807907,542.455200195313,19.4570751190186,4.7177734375
3,1654487669.85294,9600,516.269653320313,0,7.98661756515503,0.078345939517021,-0.097191579639912,0,0.001518272212707,0.001518272212707,0.031198032200337,0.199375003576279,488.85546875,19.4463844299316,2.484375
4,1654487675.86963,12800,455.65869140625,0,-9.93999099731445,0.21431702375412,-0.097175471484661,0,0.001239733304828,0.001239733304828,0.028301982209087,0.164375007152557,446.037780761719,19.4437656402588,2.7724609375
5,1654487681.1597,16000,434.732635498047,0,6.03777027130127,0.047875721007586,-0.097140960395336,0,0.001153139048256,0.001153139048256,0.029268937185407,0.154687494039536,409.294769287109,19.449369430542,3.0849609375
6,1654487687.5912,19200,391.276428222656,0,-3.81151103973389,0.049562551081181,-0.09715873748064,0,0.001064527779818,0.001064527779818,0.027778839692474,0.149062499403954,375.682342529297,19.4531898498535,2.9365234375
7,1654487693.75814,22400,369.831146240234,0,3.44911861419678,0.030408628284931,-0.097126372158527,0,0.001158717088401,0.001158717088401,0.029366498813033,0.159062504768372,347.002380371094,19.4463481903076,2.4208984375
8,1654487699.95443,25600,338.789215087891,0,-2.15467810630798,0.033889837563038,-0.097122520208359,0,0.001114780316129,0.001114780316129,0.028416180983186,0.155937492847443,321.560424804687,19.4466915130615,3.9365234375
9,1654487706.53188,28800,320.245880126953,0,2.04115080833435,0.027509024366736,-0.097093671560288,0,0.00121572194621,0.00121572194621,0.028438622131944,0.168125003576279,298.852416992188,19.4219188690186,3.40234375
10,1654487712.93105,32000,296.858001708984,0,-0.986110091209412,0.039333216845989,-0.097077511250973,0,0.001287427265197,0.001287427265197,0.029688997194171,0.183437496423721,278.47021484375,19.4316310882568,3.9375
11,1654487718.71178,35200,284.267608642578,0,1.06036269664764,0.024515237659216,-0.09704501926899,0,0.001414188183844,0.001414188183844,0.030598305165768,0.203437507152557,263.864776611328,19.4149990081787,3.375
12,1654487724.51522,38400,266.963623046875,0,0.212654456496239,0.042889475822449,-0.097063638269901,0,0.001369099016301,0.001369099016301,0.027466585859656,0.204687505960464,247.37092590332,19.4342136383057,1.6875
13,1654487730.93129,41600,250.659957885742,0,-1.10493266582489,0.038423422724009,-0.097049579024315,0,0.00117015291471,0.00117015291471,0.027572527527809,0.176249995827675,232.386459350586,19.4370632171631,3.99609375
14,1654487737.70742,44800,240.474517822266,0,0.570342004299164,0.027894893661141,-0.09701968729496,0,0.001235475880094,0.001235475880094,0.02823881059885,0.182187497615814,220.566741943359,19.4065589904785,3.77734375
15,1654487744.17564,48000,225.978881835937,0,-0.912170171737671,0.021749291568995,-0.096980787813664,0,0.000932346563786,0.000932346563786,0.02624130435288,0.143749997019768,207.523788452148,19.4424877166748,3.7490234375
16,1654487750.32804,51200,219.111663818359,0,1.18151104450226,0.026892660185695,-0.096884928643704,0,0.001267157844268,0.001267157844268,0.028299145400524,0.194999992847443,198.589050292969,19.4111022949219,4.0146484375
17,1654487756.24311,54400,206.528778076172,0,0.297507464885712,0.032039988785982,-0.096894085407257,0,0.00125107797794,0.00125107797794,0.028588550165296,0.199062496423721,186.897048950195,19.3990840911865,3.3427734375
18,1654487763.59215,57600,197.633651733398,0,0.114186272025108,0.027447428554297,-0.096829429268837,0,0.001323093078099,0.001323093078099,0.026225501671434,0.207187503576279,178.172317504883,19.4165382385254,2.8427734375
19,1654487770.11419,60800,186.266006469727,0,-0.887685894966126,0.026065677404404,-0.096671111881733,0,0.001105071627535,0.001105071627535,0.028919270262122,0.173437505960465,167.814086914063,19.4102230072021,3.375
20,1654487776.28336,64000,179.275268554688,0,1.4475611448288,0.023882983252406,-0.096543624997139,0,0.001336054527201,0.001336054527201,0.029265522956848,0.209999993443489,158.554290771484,19.346076965332,3.609375
21,1654487782.45954,67200,166.884948730469,0,-2.64667582511902,0.034768518060446,-0.096519611775875,0,0.001036143279634,0.001036143279634,0.026969783008099,0.167500004172325,150.207092285156,19.3862800598145,4.71484375
22,1654487788.37435,70400,165.793182373047,0,3.20106029510498,0.02774902805686,-0.096395812928677,0,0.00109047931619,0.00109047931619,0.026748085394502,0.178437501192093,143.304901123047,19.3558712005615,2.5927734375
