# _tick,_time,frames,total_loss,frames,mean_episode_return,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_control_rewards,mean_count_rewards,forward_dynamics_loss,inverse_dynamics_loss
33,1645376320.33572,105600,84.3325805664063,105600,0,0.853333592414856,0.02671299315989,-0.097193621098995,0,0.001115009537898,0.001115009537898,0.018022540956736,0.487163692712784,64.1247406005859,19.4249858856201
34,1645376340.66197,108800,78.0419311523437,108800,0,-1.00326323509216,0.023729145526886,-0.097183175384998,0,0.001005157828331,0.001005157828331,0.016460089012981,0.477597743272781,59.6933403015137,19.4253044128418
35,1645376360.06135,112000,80.448371887207,112000,0,1.34966266155243,0.026430627331138,-0.097172878682613,0,0.001223160419613,0.001223160419613,0.018636150285602,0.516215801239014,59.7413330078125,19.4281215667725
36,1645376380.3912,115200,76.4706649780274,115200,0,0.132442519068718,0.022168258205056,-0.09716884046793,0,0.001148676150478,0.001148676150478,0.017750738188624,0.507093191146851,56.9796142578125,19.4336071014404
37,1645376400.89806,118400,71.7234954833984,118400,0,-0.68687355518341,0.025156574323773,-0.097172163426876,0,0.001089532277547,0.001089532277547,0.017763186246157,0.492202222347259,53.0577545166016,19.424633026123
38,1645376422.06054,121600,72.5759582519531,121600,0,0.483601987361908,0.020748369395733,-0.097158379852772,0,0.001187990303151,0.001187990303151,0.01763173006475,0.513219118118286,52.7259750366211,19.4427909851074
39,1645376442.52883,124800,67.0314178466797,124800,0,-0.007669562473893,0.020651625469327,-0.097142308950424,0,0.001082860864699,0.001082860864699,0.016960114240646,0.501240789890289,47.6985778808594,19.4170036315918
40,1645376463.39717,128000,68.19091796875,128000,0,0.730059623718262,0.022981859743595,-0.097138650715351,0,0.001104272552766,0.001104272552766,0.017335033044219,0.493502467870712,48.1106758117676,19.4243354797363
41,1645376484.96069,131200,68.0929489135742,131200,0,0.763213813304901,0.027564659714699,-0.097121119499207,0,0.001287080231123,0.001287080231123,0.019388668239117,0.519985914230347,47.9778137207031,19.4214782714844
42,1645376504.87105,134400,64.1424102783203,134400,0,-0.092924073338509,0.030314298346639,-0.097110919654369,0,0.001132538425736,0.001132538425736,0.01766530238092,0.518305957317352,44.8993453979492,19.4027824401855
43,1645376525.36999,137600,62.0425186157227,137600,0,0.251652032136917,0.027748543769121,-0.097121827304363,0,0.001198543119244,0.001198543119244,0.018142094835639,0.527017772197723,42.466796875,19.3934421539307
44,1645376545.68838,140800,63.5400733947754,140800,0,0.050939708948135,0.027494385838509,-0.097099229693413,0,0.001177310477942,0.001177310477942,0.018102865666151,0.5139200091362,44.1477241516113,19.4110145568848
45,1645376566.20336,144000,59.8547058105469,144000,0,-0.217782407999039,0.029745787382126,-0.097104109823704,0,0.00118675804697,0.00118675804697,0.018001597374678,0.513830244541168,40.7455406188965,19.39430809021
46,1645376586.64684,147200,63.5432281494141,147200,0,0.328187018632889,0.030255787074566,-0.097076833248139,0,0.001243940670975,0.001243940670975,0.019477667286992,0.503459692001343,43.8819923400879,19.3998699188232
47,1645376607.32812,150400,54.4101791381836,150400,0,-0.613225996494293,0.020136065781117,-0.097042843699455,0,0.000930399866775,0.000930399866775,0.015235767699778,0.471859961748123,35.6908645629883,19.4094486236572
48,1645376628.6145,153600,55.9609832763672,153600,0,-0.672902703285217,0.018614865839481,-0.097033269703388,0,0.00098319130484,0.00098319130484,0.015891868621111,0.484667330980301,37.3048934936523,19.4074096679687
49,1645376649.68728,156800,60.4895553588867,156800,0,1.76497220993042,0.030208718031645,-0.097008436918259,0,0.001201803330332,0.001201803330332,0.018393775448203,0.509563088417053,39.3887672424316,19.4026165008545
50,1645376670.8982,160000,56.1728363037109,160000,0,-0.5040163397789,0.025468746200204,-0.096998780965805,0,0.001093728351407,0.001093728351407,0.017345344647765,0.50534200668335,37.3794097900391,19.3689727783203
51,1645376690.62766,163200,54.639404296875,163200,0,-0.331048488616943,0.021840726956725,-0.096983328461647,0,0.001056269160472,0.001056269160472,0.016916863620281,0.493428647518158,35.6608619689941,19.3847351074219
52,1645376711.42506,166400,56.4420928955078,166400,0,1.0593866109848,0.020333457738161,-0.096960574388504,0,0.001086123171262,0.001086123171262,0.0162647459656,0.520753264427185,36.0484390258789,19.4108963012695
53,1645376731.72984,169600,57.2869110107422,169600,0,0.533934593200684,0.024264907464385,-0.096965663135052,0,0.001236797077581,0.001236797077581,0.018696201965213,0.530420780181885,37.4334487915039,19.3922271728516
