# _tick,_time,frames,total_loss,frames,mean_episode_return,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_control_rewards,mean_count_rewards,forward_dynamics_loss,inverse_dynamics_loss
236,1645380816.28163,755200,42.900764465332,755200,0,-0.263641148805618,0.015709014609456,-0.088754028081894,0,0.000979159609415,0.000979159609415,0.015871740877628,0.52050131559372,25.2856464385986,17.9518032073975
237,1645380837.74674,758400,38.5955276489258,758400,0,0.060025177896023,0.01181336119771,-0.086688116192818,0,0.001093157334253,0.001093157334253,0.017565324902535,0.532995700836182,20.9805698394775,17.6298065185547
238,1645380860.14894,761600,40.9285202026367,761600,0,-0.415826618671417,0.015836115926504,-0.087493173778057,0,0.000928229768761,0.000928229768761,0.015413558110595,0.525041520595551,23.8621368408203,17.5538692474365
239,1645380882.12442,764800,37.6342926025391,764800,0,1.00256836414337,0.018242413178086,-0.087181963026524,0,0.001002698205411,0.001002698205411,0.016382396221161,0.534291982650757,19.2325553894043,17.4681072235107
240,1645380904.29034,768000,40.3314971923828,768000,0,-1.6608612537384,0.026909848675132,-0.087190568447113,0,0.000984940561466,0.000984940561466,0.01607932895422,0.531455934047699,24.4825630187988,17.5700778961182
241,1645380926.62783,771200,37.8367118835449,771200,0,1.48785865306854,0.008680052123964,-0.088971190154553,0,0.000983701087534,0.000983701087534,0.016124958172441,0.535713374614716,18.9343452453613,17.4947986602783
242,1645380949.54079,774400,37.6934280395508,774400,0,-2.00651407241821,0.016005368903279,-0.090197615325451,0,0.00075928226579,0.00075928226579,0.012881616130471,0.512845933437347,21.9561996459961,17.8179359436035
243,1645380972.1651,777600,41.7622528076172,777600,0,3.17280030250549,0.026011263951659,-0.089331984519959,0,0.001033062231727,0.001033062231727,0.016874266788364,0.531012773513794,20.6137809753418,18.0389938354492
244,1645380994.3385,780800,41.3708572387695,780800,0,-2.46766400337219,0.030589584261179,-0.09076277166605,0,0.000998243805952,0.000998243805952,0.016476262360811,0.528952538967133,25.8355350494385,18.0631618499756
245,1645381017.86663,784000,38.4351959228516,784000,0,0.818435609340668,0.016349963843823,-0.091192364692688,0,0.000951157533564,0.000951157533564,0.015046834945679,0.545356273651123,19.3646869659424,18.3269176483154
246,1645381040.48758,787200,42.2118453979492,787200,0,-0.888514101505279,0.01644591242075,-0.09148882329464,0,0.000894725322723,0.000894725322723,0.01461186632514,0.523216247558594,24.7855396270752,18.3898601531982
247,1645381062.9706,790400,36.8901596069336,790400,0,0.279417932033539,0.00956438947469,-0.090906143188477,0,0.00086150621064,0.00086150621064,0.013937619514763,0.518737971782684,18.3103160858154,18.3817653656006
248,1645381085.02704,793600,43.3879165649414,793600,0,0.477315843105316,0.016683865338564,-0.089736171066761,0,0.000891669245902,0.000891669245902,0.015093934722245,0.513927400112152,24.8468170166016,18.136833190918
249,1645381106.71938,796800,37.3963432312012,796800,0,-0.496428817510605,0.026731796562672,-0.089624099433422,0,0.001010918640532,0.001010918640532,0.01616439409554,0.53630143404007,19.9925918579102,17.9630718231201
250,1645381128.62741,800000,43.8667297363281,800000,0,0.972016990184784,0.014893841929734,-0.088865391910076,0,0.001034268643707,0.001034268643707,0.016264420002699,0.543972074985504,25.039966583252,17.9287204742432
251,1645381151.10555,803200,35.0348358154297,803200,0,-1.39620172977448,0.019864395260811,-0.088764220476151,0,0.000989210326225,0.000989210326225,0.015599868260324,0.540098130702972,18.6673393249512,17.8325996398926
252,1645381173.20693,806400,44.3155937194824,806400,0,1.55559515953064,0.011591588146985,-0.087817631661892,0,0.00100896123331,0.00100896123331,0.016023954376578,0.539478778839111,24.9886627197266,17.847562789917
253,1645381195.01889,809600,31.0424747467041,809600,0,-1.90075206756592,0.01743733510375,-0.089350521564484,0,0.000751558400225,0.000751558400225,0.012609920464456,0.516646146774292,15.3755140304565,17.6396255493164
254,1645381216.26249,812800,45.0046424865723,812800,0,1.76312136650085,0.013533898629248,-0.089111685752869,0,0.001001624506898,0.001001624506898,0.016207754611969,0.538221716880798,25.4322261810303,17.8848724365234
255,1645381237.42896,816000,37.5503082275391,816000,0,-0.696808159351349,0.035429950803518,-0.08899936825037,0,0.001040144707076,0.001040144707076,0.016631700098515,0.544741451740265,20.4909286499023,17.8097591400146
256,1645381259.03313,819200,44.9755401611328,819200,0,1.10845291614532,0.017815819010139,-0.089278541505337,0,0.001092758495361,0.001092758495361,0.017306428402662,0.540586829185486,26.0552978515625,17.8832511901855
257,1645381278.97726,822400,34.4476776123047,822400,0,-0.868162989616394,0.01193880289793,-0.087866343557835,0,0.000868729490321,0.000868729490321,0.013544823043048,0.528739809989929,17.2813453674316,18.1104221343994
258,1645381299.20839,825600,44.9993286132812,825600,0,1.25710070133209,0.017798978835344,-0.086048446595669,0,0.001143593923189,0.001143593923189,0.018219942227006,0.551675140857697,26.2444953918457,17.5659809112549
259,1645381320.82646,828800,32.1196060180664,828800,0,-1.85928952693939,0.022206503897905,-0.088525578379631,0,0.000881065672729,0.000881065672729,0.014237076975405,0.531174182891846,16.6951961517334,17.3500194549561
260,1645381342.6257,832000,41.9755172729492,832000,0,0.759081244468689,0.009452295489609,-0.089070148766041,0,0.000906074070372,0.000906074070372,0.015147000551224,0.521524846553803,23.675048828125,17.6210041046143
261,1645381364.48061,835200,36.9767074584961,835200,0,0.046049483120442,0.011448978446424,-0.086737908422947,0,0.001005169586279,0.001005169586279,0.016711834818125,0.531663119792938,19.4884281158447,17.5175170898438
262,1645381386.21182,838400,45.7063217163086,838400,0,1.16725301742554,0.023034816607833,-0.085674896836281,0,0.001234931172803,0.001234931172803,0.019872985780239,0.555454313755035,27.2647972106934,17.3369102478027
263,1645381407.20557,841600,37.9124145507812,841600,0,-0.497091770172119,0.017660839483142,-0.083683997392655,0,0.001120771514252,0.001120771514252,0.018809411674738,0.514430940151215,21.1710472106934,17.304479598999
264,1645381427.92106,844800,41.9674453735352,844800,0,0.171069145202637,0.022259676828981,-0.083656884729862,0,0.001105689443648,0.001105689443648,0.018317241221666,0.537459015846252,25.0289497375488,16.8288230895996
265,1645381449.71155,848000,32.5307083129883,848000,0,-0.940093100070953,0.016857754439116,-0.085912980139256,0,0.000835146231111,0.000835146231111,0.014391298405826,0.520081281661987,16.3999614715576,17.1398963928223
266,1645381471.92818,851200,44.4477920532227,851200,0,1.68855857849121,0.015517967753112,-0.083755739033222,0,0.001068985788152,0.001068985788152,0.017910236492753,0.531046390533447,25.6470794677734,17.1803894042969
267,1645381492.46452,854400,32.0569076538086,854400,0,-1.8601039648056,0.021220978349447,-0.087363615632057,0,0.000887971720658,0.000887971720658,0.014346692711115,0.532213032245636,16.6646461486816,17.318510055542
268,1645381514.21805,857600,40.3379669189453,857600,0,0.088545441627503,0.006197017151862,-0.088914386928082,0,0.000734092434868,0.000734092434868,0.012765817344189,0.494638830423355,22.3821716308594,17.9499645233154
269,1645381536.15409,860800,37.1212463378906,860800,0,0.881548225879669,0.015615776181221,-0.0882258862257,0,0.000949922658037,0.000949922658037,0.015608256682754,0.528368473052979,18.6310920715332,17.6812133789063
270,1645381558.34223,864000,40.616455078125,864000,0,-0.460736632347107,0.015254355035722,-0.089484624564648,0,0.00094486749731,0.00094486749731,0.015394607558847,0.533263027667999,23.6739540100098,17.4774684906006
271,1645381580.79492,867200,35.953296661377,867200,0,-0.149343267083168,0.011672629974783,-0.090495526790619,0,0.00095653696917,0.00095653696917,0.01549410354346,0.545458734035492,18.435396194458,17.7460670471191
272,1645381602.21219,870400,40.1547889709473,870400,0,-0.622067034244537,0.011239136569202,-0.090430952608585,0,0.000768061145209,0.000768061145209,0.012440948747099,0.51777458190918,22.3276920318604,18.528356552124
273,1645381623.69912,873600,36.3642654418945,873600,0,0.618679404258728,0.009512390941381,-0.089020401239395,0,0.000896810379345,0.000896810379345,0.014347252435982,0.53231406211853,17.8410415649414,17.9840545654297
274,1645381646.13952,876800,39.8911514282227,876800,0,-0.903459548950195,0.010721943341196,-0.088551536202431,0,0.000770690618083,0.000770690618083,0.013216537423432,0.510025918483734,22.7878360748291,18.084602355957
275,1645381667.71282,880000,41.3458633422852,880000,0,2.21484470367432,0.023671640083194,-0.086197346448898,0,0.001246529398486,0.001246529398486,0.019192093983293,0.560249328613281,21.8209438323975,17.3726024627686
276,1645381689.64879,883200,37.5478668212891,883200,0,-3.78989481925964,0.052319720387459,-0.08629996329546,0,0.000955879979301,0.000955879979301,0.015283009968698,0.543238997459412,23.8467884063721,17.5249557495117
277,1645381711.56303,886400,40.304988861084,886400,0,2.72272181510925,0.016387952491641,-0.089205160737038,0,0.001078294706531,0.001078294706531,0.017373129725456,0.537414252758026,20.3249969482422,17.3300876617432
