# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,rnd_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards
420,1654534562.19783,1344000,0.448497116565704,0,-0.393633931875229,0.809825897216797,-0.065914139151573,0.098219268023968,0,0.014478402212262,0.014478402212262
421,1654534598.65637,1347200,-0.596802473068237,0,-1.29057002067566,0.660643100738525,-0.063100330531597,0.096224755048752,0,0.013888746500015,0.013888746500015
422,1654534637.66549,1350400,1.64174675941467,0,1.08394002914429,0.525521636009216,-0.064661525189877,0.096946582198143,0,0.014967023395002,0.014967023395002
423,1654534675.82144,1353600,-1.94266164302826,0,-3.3261444568634,1.35334539413452,-0.065086409449577,0.095223806798458,0,0.01458615064621,0.01458615064621
424,1654534715.83685,1356800,2.81894302368164,0,2.242591381073,0.542069435119629,-0.062643028795719,0.096925184130669,0,0.014537158422172,0.014537158422172
425,1654534754.34628,1360000,0.907127141952515,0,0.296668738126755,0.581104397773743,-0.069729939103127,0.099083922803402,0,0.015520884655416,0.015520884655416
426,1654534793.34176,1363200,-0.208740219473839,0,-1.13097774982452,0.893185317516327,-0.068573355674744,0.097625568509102,0,0.016272773966193,0.016272773966193
427,1654534835.3876,1366400,0.338049679994583,0,-0.285845726728439,0.591560840606689,-0.067418619990349,0.099753186106682,0,0.015098347328603,0.015098347328603
428,1654534876.79899,1369600,0.577479481697083,0,-0.327485978603363,0.871827661991119,-0.064724028110504,0.097861811518669,0,0.015041467733681,0.015041467733681
429,1654534919.51131,1372800,0.038184896111488,0,-0.643902361392975,0.642988741397858,-0.058866985142231,0.097965501248837,0,0.014168521389365,0.014168521389365
430,1654534961.2741,1376000,0.699604213237762,0,0.298843324184418,0.358797639608383,-0.054448891431093,0.09641220420599,0,0.014531341381371,0.014531341381371
431,1654534999.60937,1379200,0.700345158576965,0,0.013497706502676,0.646177589893341,-0.055053181946278,0.095723040401936,0,0.015270178206265,0.015270178206265
