# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,rnd_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards
0,1654540875.88325,0,52.7707786560059,0,47.07958984375,4.86479949951172,-0.097245424985886,0.923631727695465,0,0.048858594149351,0.048858594149351
1,1654540895.4143,1600,15.3103094100952,0.028869047760964,-16.3376998901367,30.8588981628418,-0.090469494462013,0.879580676555633,0.000757812464144,0.052926015108824,0.053683824837208
2,1654540915.18791,3200,11.7395687103271,0.019999999552965,10.0670576095581,0.903414607048035,-0.089043863117695,0.858140110969543,0.000512500002515,0.048170905560255,0.048683404922485
3,1654540935.99318,4800,3.33338022232056,0.002564102644101,-0.582570552825928,3.16062259674072,-0.087147682905197,0.842475831508637,6.25000029685907E-05,0.049912855029106,0.049975357949734
4,1654540955.17596,6400,6.38018989562988,0.029642857611179,4.5503454208374,1.07975208759308,-0.078158043324947,0.828250408172607,0.00077812501695,0.053297504782677,0.054075632244349
5,1654540973.72029,8000,5.27426815032959,0.022437499836087,2.79070949554443,1.74303293228149,-0.070957608520985,0.811483383178711,0.000560937507544,0.06017354503274,0.060734488070011
6,1654540992.3582,9600,3.20214223861694,0,-3.33710241317749,5.80596494674683,-0.062868669629097,0.796148300170898,0,0.058103173971176,0.058103173971176
7,1654541011.0291,11200,3.2056782245636,0.006829268299043,2.25891780853271,0.21101938188076,-0.049283288419247,0.785024404525757,0.00017499999376,0.066161930561066,0.066336929798126
8,1654541029.18125,12800,4.82138919830322,0,2.61851668357849,1.48410856723785,-0.054154187440872,0.772918105125427,0,0.063376165926457,0.063376165926457
9,1654541047.39156,14400,2.88581490516663,0,0.457661956548691,1.72672522068024,-0.051565479487181,0.752993166446686,0,0.060848902910948,0.060848902910948
10,1654541065.45864,16000,2.87130832672119,0.018812499940395,0.968844175338745,1.19780039787292,-0.037065107375383,0.741728842258453,0.000470312486868,0.061935532838106,0.062405847012997
11,1654541084.1208,17600,3.53466272354126,0,0.049970254302025,2.79469680786133,-0.041425008326769,0.731420755386353,0,0.064707651734352,0.064707651734352
12,1654541102.38385,19200,5.01678228378296,0,2.97840070724487,1.35527455806732,-0.039985250681639,0.723092019557953,0,0.068008244037628,0.068008244037628
13,1654541121.04425,20800,3.8931519985199,0,-0.316643476486206,3.54440450668335,-0.044528100639582,0.709918975830078,0,0.064111940562725,0.064111940562725
14,1654541139.16086,22400,2.20059132575989,0,1.12981605529785,0.386952489614487,-0.014051496051252,0.697874128818512,0,0.067717097699642,0.067717097699642
15,1654541157.20896,24000,1.54640769958496,0.021646341308951,0.267927080392837,0.608048498630524,-0.015750586986542,0.686182737350464,0.000554687518161,0.061818815767765,0.062373504042626
16,1654541175.5841,25600,-0.4968141913414,0.036904759705067,-5.71963167190552,4.56997728347778,-0.020980790257454,0.673821032047272,0.000968749984168,0.045827709138393,0.046796459704638
17,1654541194.62301,27200,1.14418566226959,0.02268292568624,0.288156628608704,0.241352319717407,-0.043297816067934,0.657974541187286,0.000581249943934,0.031319230794907,0.031900480389595
18,1654541218.67374,28800,1.58155536651611,0.02806249819696,0.853853285312653,0.12686038017273,-0.043845936655998,0.644687592983246,0.000701562443282,0.037107024341822,0.037808585911989
19,1654541237.66772,30400,2.18575835227966,0.027378046885133,1.35187649726868,0.244681507349014,-0.046036627143622,0.635237038135529,0.000701562443282,0.042564917355776,0.043266478925943
20,1654541257.77929,32000,3.30434417724609,0,1.88535296916962,0.841673493385315,-0.047249991446734,0.624567687511444,0,0.047206100076437,0.047206100076437
21,1654541276.00575,33600,2.87056493759155,0.013525640591979,1.28361237049103,1.0263386964798,-0.052890632301569,0.61350429058075,0.000329687492922,0.048282165080309,0.048611849546433
22,1654541291.57467,35200,1.69674873352051,0.029404763132334,0.776085793972015,0.37333270907402,-0.057791586965323,0.605121850967407,0.000771875027567,0.049151677638292,0.049923550337553
23,1654541309.81164,36800,1.17272615432739,0.019937500357628,0.288108468055725,0.344364672899246,-0.053202174603939,0.593455255031586,0.000498437497299,0.050934497267008,0.051432933658362
24,1654541326.92426,38400,1.34363055229187,0,-0.009243447333574,0.816890478134155,-0.052344117313624,0.588327586650848,0,0.054546494036913,0.054546494036913
25,1654541343.33627,40000,0.3767129778862,0,-0.943864285945892,0.789063453674316,-0.049935568124056,0.581449389457703,0,0.052857607603073,0.052857607603073
26,1654541361.20479,41600,2.19928383827209,0.029024392366409,0.842967569828033,0.831696927547455,-0.046204064041376,0.570823431015015,0.000743750017136,0.052861027419567,0.053604774177075
27,1654541377.59303,43200,1.32901012897491,0,-0.304387032985687,1.11621558666229,-0.042348485440016,0.559530079364777,0,0.052330233156681,0.052330233156681
28,1654541394.20922,44800,1.43065965175629,0,0.324895888566971,0.598654448986053,-0.042985182255507,0.550094485282898,0,0.050753079354763,0.050753079354763
29,1654541414.74702,46400,0.782720863819122,0.002499999944121,-0.736992537975311,1.02177846431732,-0.043200023472309,0.54113495349884,6.25000029685907E-05,0.054366298019886,0.054428797215223
30,1654541432.28537,48000,1.9155969619751,0,0.835322320461273,0.589181482791901,-0.040176060050726,0.531269252300262,0,0.052518092095852,0.052518092095852
31,1654541450.26644,49600,0.240303993225098,0,-1.588587641716,1.34778308868408,-0.037153594195843,0.518262147903442,0,0.048366848379374,0.048366848379374
32,1654541467.7669,51200,0.064249753952026,0,-0.609737396240234,0.183578178286552,-0.018727486953139,0.509136438369751,0,0.051613640040159,0.051613640040159
