# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_control_rewards,mean_count_rewards,forward_dynamics_loss,inverse_dynamics_loss,adversarial_loss,batch_action_variance
98,1654127944.77277,156800,22.9030799865723,0.028170730918646,-0.495221823453903,0.068748384714127,-0.04386768117547,0.000721874996088,0.000471096631372,0.001192971598357,0.011056722141802,0.249375000596046,12.0249328613281,8.85225963592529,2.49622797966003,1.796875
99,1654127947.77265,158400,24.8263607025146,0.069941855967045,-0.183763280510902,0.085639730095863,-0.044169016182423,0.001879687653854,0.000416380004026,0.002296067541465,0.010523105040193,0.245000004768372,13.4604082107544,9.0294828414917,2.47876191139221,3.9375
100,1654127951.27676,160000,24.8132514953613,0.047023810446262,0.007237591315061,0.101065896451473,-0.043256051838398,0.001234375056811,0.000474661297631,0.001709036412649,0.011155299842358,0.25687500834465,13.1456842422485,8.96437644958496,2.63814425468445,3.0625
101,1654127954.21881,161600,23.4169006347656,0.051463410258293,0.058510940521956,0.080833189189434,-0.044332440942526,0.001318749971688,0.000392313522752,0.001711063436233,0.008469363674521,0.209999993443489,12.0876207351685,8.8911714553833,2.34309697151184,2.546875
102,1654127957.1379,163200,22.4904270172119,0.049166668206453,0.374913543462753,0.09244979172945,-0.044406931847334,0.001290625077672,0.000405016879085,0.00169564189855,0.008297187276185,0.218125000596046,10.6972217559814,8.96965503692627,2.40059399604797,4.8427734375
103,1654127960.71493,164800,25.8071022033691,0.116576083004475,1.6854852437973,0.193673744797707,-0.043563935905695,0.003351562656462,0.000414499110775,0.003766061272472,0.010215886868537,0.243750005960464,12.6039028167725,8.94564723968506,2.42195749282837,1.6708984375
104,1654127963.67385,166400,22.4471282958984,0.055812500417233,-0.704571783542633,0.112337425351143,-0.043405778706074,0.001395312603563,0.000440142379375,0.001835454953834,0.010128783993423,0.231875002384186,11.7332983016968,8.88600730895996,2.46346354484558,4.1083984375
105,1654127966.78294,168000,23.6482734680176,0.079545453190804,-0.426062822341919,0.103150852024555,-0.043789133429527,0.002187500009313,0.000428516825195,0.002616016659886,0.009938451461494,0.244375005364418,12.7286434173584,8.80358028411865,2.48275065422058,2.1865234375
106,1654127969.73142,169600,25.3233070373535,0.133388891816139,2.22723507881165,0.221616834402084,-0.0438531935215,0.003751562442631,0.000435064372141,0.004186626523733,0.009882867336273,0.231250002980232,11.6795434951782,8.88543033599854,2.35333371162415,2.33984375
107,1654127972.73568,171200,21.6914005279541,0.020124999806285,-1.75829744338989,0.039403308182955,-0.044169560074806,0.000503124960233,0.00039793481119,0.00090105982963,0.009260582737625,0.249375000596046,11.9381723403931,8.94482135772705,2.57147026062012,1.62109375
108,1654127975.84589,172800,22.7857360839844,0.045872088521719,-0.041661106050015,0.086752735078335,-0.043659217655659,0.001232812530361,0.000483532669023,0.001716345082968,0.009849074296653,0.240624994039536,11.5017557144165,8.88827514648438,2.39427137374878,1.99609375
109,1654127978.89253,174400,24.4205303192139,0.080975614488125,0.474846243858337,0.12297872453928,-0.043941948562861,0.002075000200421,0.000414013629779,0.0024890138302,0.009668864309788,0.224999994039536,12.5089111328125,8.95886707305908,2.39887022972107,3.7568359375
110,1654127982.11606,176000,23.3205013275146,0.0625,-0.457764059305191,0.140706747770309,-0.043376334011555,0.001718749990687,0.000499993388075,0.002218743320555,0.010892208665609,0.256249994039535,12.1283397674561,8.95349884033203,2.59909582138062,3.9677734375
111,1654127985.04463,177600,25.6214294433594,0.100697681307793,1.44023191928864,0.156508907675743,-0.043925646692515,0.002706249943003,0.000483360548969,0.00318961055018,0.010603313334286,0.267500013113022,12.7089014053345,8.8452787399292,2.51443433761597,3.75
112,1654127988.02999,179200,21.4766712188721,0.035304877907038,-1.19902670383453,0.080562070012093,-0.044137958437204,0.000904687505681,0.000421162112616,0.001325849560089,0.009285612031817,0.231875002384186,11.1455335617065,9.00450038909912,2.48923993110657,2.625
113,1654127990.83714,180800,22.1901435852051,0.043035715818405,-0.791398108005524,0.07731468975544,-0.044344041496515,0.00112968753092,0.000423246237915,0.001552933710627,0.008632900193334,0.236874997615814,11.3847999572754,9.03703880310059,2.52673244476318,4.0693359375
114,1654127994.41954,182400,21.5998592376709,0.077784091234207,-0.711470186710358,0.089485123753548,-0.044289138168097,0.002139062387869,0.000359137891792,0.002498200396076,0.009219750761986,0.234999999403954,10.9346828460693,8.92284679412842,2.40860342979431,2.3271484375
115,1654127997.1356,184000,25.0044536590576,0.098372094333172,0.648486435413361,0.163102716207504,-0.043823979794979,0.002643750049174,0.000458427442936,0.003102177288383,0.009789449162781,0.235624998807907,12.8549613952637,8.92220497131348,2.45952224731445,2.4375
116,1654128000.21144,185600,23.860330581665,0.076964281499386,0.897024989128113,0.158451303839684,-0.043674420565367,0.002020312473178,0.00048069038894,0.002501003211364,0.010181308723986,0.258125007152557,11.4473066329956,8.88840198516846,2.5128185749054,3.3662109375
117,1654128003.11064,187200,24.9054908752441,0.074127905070782,0.79313600063324,0.147163882851601,-0.043921157717705,0.001992187462747,0.000434374524048,0.002426561899483,0.010220515541732,0.258125007152557,12.421498298645,9.01046276092529,2.57715320587158,3.80859375
118,1654128006.04256,188800,20.7042083740234,0.054226193577051,-1.43894958496094,0.042117737233639,-0.044316921383143,0.001423437613994,0.000367463537259,0.001790901180357,0.008919925428927,0.224999994039536,10.8486852645874,8.88530254364014,2.41136837005615,3.1083984375
119,1654128008.8918,190400,23.3231067657471,0.082159094512463,0.086652778089047,0.143948897719383,-0.044555492699146,0.002259374829009,0.000422706070822,0.002682081190869,0.009581756778061,0.232500001788139,11.7316904067993,8.96336269378662,2.44200706481934,4.62109375
120,1654128011.97192,192000,22.2035961151123,0.09823863953352,0.18270118534565,0.163638576865196,-0.044318862259388,0.002701562596485,0.000368443492334,0.003070005681366,0.008522170595825,0.21875,10.7166967391968,8.81257343292236,2.37230515480041,2.6162109375
121,1654128015.07089,193600,23.1453800201416,0.087441861629486,0.436455875635147,0.139563381671906,-0.044515211135149,0.0023499999661,0.000402965699323,0.002752965781838,0.00865176692605,0.231875002384186,11.3705253601074,8.84690380096436,2.39644885063171,3.421875
122,1654128018.42413,195200,21.8336772918701,0.050178568810225,-0.077348880469799,0.080293774604797,-0.044949911534786,0.001317187561654,0.000451497384347,0.001768684946001,0.009312009438872,0.253749996423721,10.444408416748,8.92455196380615,2.50672221183777,3.6787109375
123,1654128021.9124,196800,22.5977687835693,0.06395348161459,-0.661284446716309,0.139719471335411,-0.044068064540625,0.001718749990687,0.000383138103643,0.002101887948811,0.009085320867598,0.248125001788139,11.7133226394653,8.92410755157471,2.52597212791443,2.2802734375
124,1654128024.69487,198400,22.4992733001709,0.061890240758658,-0.494298934936523,0.136466711759567,-0.044101186096668,0.001585937454365,0.000410702225054,0.001996639883146,0.009370939806104,0.243125006556511,11.4445915222168,8.92435646057129,2.53225922584534,2.2802734375
