# _tick,_time,frames,total_loss,frames,mean_episode_return,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_control_rewards,mean_count_rewards,forward_dynamics_loss,inverse_dynamics_loss,batch_action_variance
25,1653946940.84945,40000,62.2306823730469,40000,0,-0.386991202831268,0.004053861368448,-0.0486209243536,0,0.000591807358433,0.000591807358433,0.017233038321138,0.116875000298023,52.9360008239746,9.72623729705811,2.109375
26,1653946944.01164,41600,58.435848236084,41600,0,-0.307060062885284,0.004225440789014,-0.048617295920849,0,0.000582055130508,0.000582055130508,0.01661741361022,0.112499997019768,49.0720443725586,9.715256690979,2.4375
27,1653946947.52629,43200,56.6139678955078,43200,0,0.206696346402168,0.002399605931714,-0.048617690801621,0,0.000748267339077,0.000748267339077,0.017198020592332,0.145624995231628,46.7443313598633,9.70915794372559,4.08984375
28,1653946950.59291,44800,54.4753227233887,44800,0,0.162657469511032,0.003157916245982,-0.048614837229252,0,0.000653204333503,0.000653204333503,0.018307339400053,0.126249998807907,44.6398124694824,9.71831035614014,5.546875
29,1653946953.36257,46400,51.3790893554688,46400,0,0.041167989373207,0.001771521288902,-0.048615705221891,0,0.000729961844627,0.000729961844627,0.017945444211364,0.141249999403954,41.655216217041,9.72954845428467,1.3037109375
30,1653946956.37427,48000,50.5594940185547,48000,0,0.484838962554932,0.00552683416754,-0.048610609024763,0,0.000947421882302,0.000947421882302,0.019648775458336,0.167500004172325,40.4122467041016,9.70549201965332,1.18359375
31,1653946959.28403,49600,47.6240081787109,49600,0,0.036969412118197,0.00433909567073,-0.048610258847475,0,0.000873345357832,0.000873345357832,0.018974047154188,0.164375007152557,37.9106216430664,9.72068595886231,2.8896484375
32,1653946962.10584,51200,43.2711334228516,51200,0,-0.068973086774349,0.004766913596541,-0.048611674457789,0,0.000684632977936,0.000684632977936,0.015786234289408,0.143124997615814,33.6723098754883,9.71164226531982,3.6708984375
33,1653946964.95565,52800,44.5174865722656,52800,0,0.135525494813919,0.00636322144419,-0.048609636723995,0,0.000891973846592,0.000891973846592,0.020806860178709,0.161874994635582,34.7140655517578,9.71013927459717,1.3505859375
34,1653946968.01434,54400,40.8634643554688,54400,0,-0.452423393726349,0.006657146383077,-0.048609897494316,0,0.000726582249627,0.000726582249627,0.016610480844975,0.139375001192093,31.657865524292,9.69997215270996,5.1630859375
35,1653946970.88189,56000,41.3484878540039,56000,0,0.102988801896572,0.003741899738088,-0.048601053655148,0,0.000695598893799,0.000695598893799,0.018117472529411,0.131249994039536,31.5609512329102,9.72940826416016,3.90234375
36,1653946974.01353,57600,39.0041885375977,57600,0,-0.074846900999546,0.003600893076509,-0.048597447574139,0,0.000670248875394,0.000670248875394,0.017295546829701,0.131874993443489,29.4285373687744,9.6954927444458,3.2255859375
37,1653946976.7805,59200,38.8359222412109,59200,0,0.348445922136307,0.002729611936957,-0.048593137413263,0,0.000699188851286,0.000699188851286,0.019649753347039,0.135000005364418,28.7933807373047,9.73995876312256,2.921875
38,1653946979.57924,60800,33.9061737060547,60800,0,-0.28191465139389,0.00371548649855,-0.048597753047943,0,0.00059140031226,0.00059140031226,0.014500912278891,0.131874993443489,24.5357532501221,9.69721603393555,4.27734375
39,1653946982.47806,62400,36.3828506469727,62400,0,0.300707638263702,0.004397115204483,-0.048590444028378,0,0.00077623128891,0.00077623128891,0.018511122092605,0.151875004172325,26.4169540405273,9.70938205718994,1.90234375
40,1653946985.48398,64000,34.2466850280762,64000,0,0.105072543025017,0.004459727555513,-0.048591408878565,0,0.00072737573646,0.00072737573646,0.018858080729842,0.143749997019768,24.4730262756348,9.71271800994873,3.68359375
41,1653946988.4298,65600,34.2804374694824,65600,0,0.074223674833775,0.005318943411112,-0.048589311540127,0,0.000669840432238,0.000669840432238,0.016733715310693,0.130624994635582,24.544864654541,9.70462036132813,1.3818359375
42,1653946991.37885,67200,32.7789154052734,67200,0,0.074304856359959,0.004079984501004,-0.04858447983861,0,0.000709443527739,0.000709443527739,0.015511389821768,0.142499998211861,23.0524997711182,9.69661331176758,2.6865234375
43,1653946994.27751,68800,32.0965461730957,68800,0,-0.402971416711807,0.004617476835847,-0.048581667244434,0,0.000649392430205,0.000649392430205,0.016885031014681,0.133125007152557,22.8146438598633,9.72883892059326,4.8583984375
44,1653946997.62583,70400,30.602653503418,70400,0,0.06058743968606,0.00207951432094,-0.048571970313788,0,0.000585757836234,0.000585757836234,0.013692643493414,0.127499997615814,20.8865070343018,9.70205211639404,2.87109375
45,1653947001.1202,72000,32.5703086853027,72000,0,0.063938520848751,0.002754885470495,-0.048560608178377,0,0.00051361718215,0.00051361718215,0.016805689781904,0.108125001192093,22.8209285736084,9.73124599456787,2.9912109375
46,1653947004.56107,73600,29.5579605102539,73600,0,0.080097384750843,0.002275673672557,-0.048560608178377,0,0.000578932405915,0.000578932405915,0.015402708202601,0.128124997019768,19.8177318572998,9.70641613006592,3.296875
47,1653947008.24079,75200,31.2812538146973,75200,0,0.141428217291832,0.002822269685566,-0.048548519611359,0,0.000708920357283,0.000708920357283,0.016245609149337,0.143749997019768,21.4873962402344,9.69815731048584,2.921875
48,1653947011.61384,76800,29.0092086791992,76800,0,-0.173044845461845,0.002523300703615,-0.048552896827459,0,0.000586829788517,0.000586829788517,0.015625331550837,0.126249998807907,19.5113010406494,9.7169828414917,3.7021484375
49,1653947015.22969,78400,28.9783535003662,78400,0,0.310335040092468,0.002264565322548,-0.048542562872171,0,0.000592997821514,0.000592997821514,0.013470376841724,0.136875003576279,18.9975280761719,9.71676826477051,1.796875
50,1653947018.45968,80000,29.7316818237305,80000,0,-0.172001227736473,0.003281562356278,-0.048531375825405,0,0.000627709261607,0.000627709261607,0.016910308972001,0.128749996423721,20.2399520874023,9.70898151397705,3.4375
51,1653947022.39855,81600,30.8221817016602,81600,0,0.271062314510345,0.002792657818645,-0.048512108623982,0,0.000723601726349,0.000723601726349,0.015961386263371,0.143749997019768,20.8797264099121,9.71711158752441,2.33984375
52,1653947025.1053,83200,28.5417537689209,83200,0,-0.052845239639282,0.005108615383506,-0.048500765115023,0,0.00064544857014,0.00064544857014,0.018004309386015,0.139375001192093,18.916862487793,9.72112846374512,2.40234375
53,1653947028.01855,84800,30.044849395752,84800,0,0.182111650705338,0.003458426799625,-0.048479627817869,0,0.000751462008338,0.000751462008338,0.017514431849122,0.152500003576279,20.2069454193115,9.70081233978272,2.4052734375
54,1653947030.94549,86400,28.9893569946289,86400,0,0.233431294560432,0.004255167208612,-0.048459418118,0,0.000735312700272,0.000735312700272,0.016961706802249,0.151250004768372,19.1064186096191,9.69371318817139,3.1240234375
55,1653947033.84061,88000,27.890007019043,88000,0,-0.520636796951294,0.004564941860735,-0.048471361398697,0,0.000645853870083,0.000645853870083,0.015347082167864,0.141874998807907,18.74951171875,9.70503807067871,4.171875
56,1653947036.7582,89600,29.3671417236328,89600,0,0.434827238321304,0.003374450840056,-0.048474729061127,0,0.000717462738976,0.000717462738976,0.015832221135497,0.143124997615814,19.2785530090332,9.69886112213135,3.984375
57,1653947039.81235,91200,28.4180107116699,91200,0,-0.230755060911179,0.00496733142063,-0.048476338386536,0,0.000618057209067,0.000618057209067,0.015563044697046,0.133750006556511,18.9974822998047,9.69479274749756,3.1240234375
58,1653947043.18112,92800,27.2545757293701,92800,0,0.106569483876228,0.002827223390341,-0.048469211906195,0,0.000680707336869,0.000680707336869,0.016019528731704,0.150625005364418,17.4880237579346,9.70562362670898,5.3115234375
59,1653947046.19618,94400,27.302619934082,94400,0,-0.306667417287827,0.003495558630675,-0.048457905650139,0,0.000548873678781,0.000548873678781,0.014733728952706,0.121250003576279,17.9495220184326,9.70472717285156,3.8427734375
60,1653947049.11876,96000,28.1480484008789,96000,0,0.527384281158447,0.003032625187188,-0.048450641334057,0,0.000732054468244,0.000732054468244,0.016971869394183,0.153125002980232,17.9917697906494,9.67431259155273,5.3427734375
61,1653947052.18807,97600,27.4340286254883,97600,0,-0.120545260608196,0.005150701850653,-0.048435483127833,0,0.000657914206386,0.000657914206386,0.013834560289979,0.137500002980232,17.9066295623779,9.69122982025147,3.109375
62,1653947055.24374,99200,26.4923858642578,99200,0,-0.124848276376724,0.003223511390388,-0.048433404415846,0,0.000579820596613,0.000579820596613,0.014141643419862,0.133125007152557,16.9596519470215,9.70279216766357,3.1162109375
63,1653947058.41383,100800,28.2315425872803,100800,0,0.483863651752472,0.004199567250907,-0.048445753753185,0,0.000783052819315,0.000783052819315,0.018116248771548,0.170000001788139,18.0978698730469,9.69405555725098,3.109375
64,1653947061.40647,102400,29.0225067138672,102400,0,-0.158172428607941,0.006758808158338,-0.048439890146256,0,0.000785920594353,0.000785920594353,0.017577851191163,0.155000001192093,19.5428619384766,9.67949962615967,5.08984375
65,1653947064.47425,104000,26.685302734375,104000,0,-0.442696094512939,0.004508003592491,-0.048441883176565,0,0.000563584966585,0.000563584966585,0.016235705465078,0.129374995827675,17.4640445709229,9.70788860321045,3.21484375
66,1653947067.37675,105600,29.4482688903809,105600,0,0.6338911652565,0.003762589534745,-0.048421859741211,0,0.000743787677493,0.000743787677493,0.017565567046404,0.151875004172325,19.1845855712891,9.67445278167725,3.5458984375
67,1653947070.42792,107200,23.9223785400391,107200,0,-0.500056326389313,0.005147614050657,-0.04843170568347,0,0.000518000102602,0.000518000102602,0.014087369665504,0.128749996423721,14.7947015762329,9.67101669311523,2.2099609375
68,1653947073.28757,108800,29.9817276000977,108800,0,0.993251979351044,0.005198007915169,-0.048435010015965,0,0.000901892490219,0.000901892490219,0.018740884959698,0.174374997615814,19.3776531219482,9.65405941009522,4.30859375
69,1653947076.40871,110400,26.5999336242676,110400,0,-0.86020439863205,0.009438768029213,-0.048413455486298,0,0.00068191846367,0.00068191846367,0.017447667196393,0.145624995231628,17.8069705963135,9.69214248657227,3.046875
70,1653947079.58353,112000,27.069429397583,112000,0,0.029793372377753,0.00208330899477,-0.048370946198702,0,0.000582263339311,0.000582263339311,0.016346642747521,0.130624994635582,17.4019432067871,9.68398094177246,3.5458984375
71,1653947082.43963,113600,26.8815326690674,113600,0,0.276512712240219,0.00388078764081,-0.048358131200075,0,0.000656950171106,0.000656950171106,0.015257545746863,0.140625,16.9718685150146,9.6776294708252,3.3271484375
72,1653947085.4365,115200,24.6589698791504,115200,0,-0.125888973474503,0.003483406733722,-0.048356492072344,0,0.000574799545575,0.000574799545575,0.014240491203964,0.138125002384186,15.1785831451416,9.65114974975586,2.484375
73,1653947088.49458,116800,26.258602142334,116800,0,0.011100049130619,0.002919239690527,-0.048308815807104,0,0.000596185505856,0.000596185505856,0.014730114489794,0.138125002384186,16.6082553863525,9.68463706970215,5.3974609375
74,1653947091.48372,118400,25.8696136474609,118400,0,-0.166354075074196,0.003144687274471,-0.048306658864021,0,0.000528575037606,0.000528575037606,0.01524315867573,0.127499997615814,16.4021263122559,9.67900371551514,4.7880859375
75,1653947094.4598,120000,27.2190208435059,120000,0,0.521199226379395,0.003119411645457,-0.048266019672155,0,0.00072332873242,0.00072332873242,0.015867274254561,0.158749997615814,17.0755786895752,9.66738986968994,3.1396484375
76,1653947097.27991,121600,25.8673858642578,121600,0,-0.344204545021057,0.005519228987396,-0.048252165317535,0,0.000681405887008,0.000681405887008,0.015775736421347,0.156874999403954,16.5742340087891,9.68009090423584,1.24609375
77,1653947100.13951,123200,24.4606952667236,123200,0,-0.148806616663933,0.00187355815433,-0.048271793872118,0,0.000519066059496,0.000519066059496,0.013783684931696,0.129374995827675,14.9996719360352,9.65622806549072,3.43359375
78,1653947102.9333,124800,24.6648483276367,124800,0,0.428343713283539,0.001741147600114,-0.048270225524902,0,0.000564246205613,0.000564246205613,0.013716258108616,0.140625,14.6483039855957,9.63473033905029,5.3662109375
79,1653947105.94008,126400,27.4610023498535,126400,0,0.245457097887993,0.004199323244393,-0.04821576923132,0,0.000754809589125,0.000754809589125,0.016648491844535,0.160624995827675,17.6181755065918,9.64138507843018,4.6552734375
80,1653947108.70886,128000,26.142391204834,128000,0,-0.490858674049377,0.006738338619471,-0.048281878232956,0,0.000836250197608,0.000836250197608,0.015865689143539,0.174374997615814,17.0184383392334,9.65635490417481,3.109375
81,1653947111.54119,129600,23.9109325408936,129600,0,-0.0245456174016,0.001843667123467,-0.048288185149431,0,0.000534220365807,0.000534220365807,0.01264176517725,0.135625004768372,14.3222227096558,9.65970039367676,1.75
82,1653947114.51635,131200,27.2795810699463,131200,0,0.554180800914764,0.003729155054316,-0.048216108232737,0,0.000783037859946,0.000783037859946,0.016024384647608,0.165000006556511,17.1149101257324,9.65497779846191,3.5849609375
83,1653947117.56295,132800,25.4245262145996,132800,0,-0.300219386816025,0.005889204330742,-0.048186365514994,0,0.000733067514375,0.000733067514375,0.014548680745065,0.158749997615814,16.1393585205078,9.62768363952637,3.6630859375
84,1653947120.49488,134400,28.0989990234375,134400,0,0.626048982143402,0.004174351226538,-0.04808022454381,0,0.00081057427451,0.00081057427451,0.016691574826837,0.171250000596046,17.9075469970703,9.60930824279785,2.6943359375
85,1653947123.17101,136000,24.5420150756836,136000,0,-0.454505026340485,0.008854558691382,-0.048067297786474,0,0.000739558250643,0.000739558250643,0.016601474955678,0.163749992847443,15.4273643493652,9.60836982727051,3.5302734375
86,1653947126.13434,137600,26.4604072570801,137600,0,0.389756083488464,0.004949376452714,-0.048088800162077,0,0.000912496354431,0.000912496354431,0.017100421711803,0.191249996423721,16.5087852478027,9.60500621795654,2.859375
87,1653947128.97017,139200,26.3055610656738,139200,0,-0.086958155035973,0.008646908216178,-0.048017743974924,0,0.000905911496375,0.000905911496375,0.018618889153004,0.189999997615814,16.7926769256592,9.63921356201172,2.0927734375
88,1653947132.09005,140800,23.231388092041,140800,0,-0.594653367996216,0.005389004945755,-0.048068754374981,0,0.000523931579664,0.000523931579664,0.014019587077201,0.131874993443489,14.241174697876,9.62754726409912,3.1083984375
89,1653947135.34452,142400,25.8037605285645,142400,0,0.562584280967712,0.002840797184035,-0.048115443438292,0,0.000660771271214,0.000660771271214,0.015879323706031,0.150000005960464,15.634316444397,9.65213298797607,4.21484375
90,1653947138.35052,144000,24.9696464538574,144000,0,-0.362283945083618,0.006535891443491,-0.04807473346591,0,0.000689608219545,0.000689608219545,0.015004341490567,0.157499998807907,15.7547559738159,9.61871337890625,3.6943359375
91,1653947141.71842,145600,24.1650733947754,145600,0,0.008439105004072,0.002506599295884,-0.048121098428965,0,0.000528419099282,0.000528419099282,0.014067753218114,0.133125007152557,14.5785217285156,9.6237268447876,3.671875
92,1653947145.29018,147200,25.5928611755371,147200,0,0.221566036343574,0.002957440447062,-0.048070643097162,0,0.000637266610283,0.000637266610283,0.01498987711966,0.143124997615814,15.7719507217407,9.64445686340332,3.43359375
93,1653947148.79444,148800,26.9386329650879,148800,0,0.062733247876167,0.004494033288211,-0.047976549714804,0,0.000752295833081,0.000752295833081,0.01666134595871,0.161874994635582,17.2770671844482,9.64231395721436,3.609375
94,1653947152.18264,150400,25.2675132751465,150400,0,-0.119520008563995,0.004966580308974,-0.047990620136261,0,0.000655884156004,0.000655884156004,0.01500141248107,0.153750002384186,15.7781009674072,9.65195560455322,3.8740234375
95,1653947156.00316,152000,24.0472736358643,152000,0,-0.022687157616019,0.002884218934923,-0.047958478331566,0,0.000622283900157,0.000622283900157,0.01400354411453,0.156874999403954,14.4822578430176,9.63277721405029,2.0625
96,1653947159.60677,153600,24.2725143432617,153600,0,-0.151252284646034,0.002055414719507,-0.047947455197573,0,0.000527277181391,0.000527277181391,0.013351854868233,0.133750006556511,14.8439846038818,9.62567329406738,3.05859375
97,1653947163.11275,155200,26.2619132995605,155200,0,0.368357181549072,0.002507060999051,-0.047944989055395,0,0.000684622151311,0.000684622151311,0.016934081912041,0.155625000596046,16.323974609375,9.61501979827881,3.8505859375
98,1653947166.50801,156800,25.8491802215576,156800,0,-0.081387005746365,0.005932199768722,-0.047858756035566,0,0.000710890861228,0.000710890861228,0.015851205214858,0.155625000596046,16.3447151184082,9.62777900695801,2.0146484375
99,1653947169.62979,158400,24.3856239318848,158400,0,-0.018113536760211,0.003493656171486,-0.047874122858048,0,0.000625993474387,0.000625993474387,0.014275202527642,0.148124992847443,14.8382701873779,9.60984897613525,2.1318359375
100,1653947172.66753,160000,27.072696685791,160000,0,0.34753680229187,0.005597192794085,-0.047896929085255,0,0.000857185863424,0.000857185863424,0.017409197986126,0.189374998211861,17.1668930053711,9.60056686401367,4.21484375
101,1653947175.8172,161600,23.3673362731934,161600,0,-0.536273658275604,0.005389294121414,-0.047862906008959,0,0.000618929741904,0.000618929741904,0.013995965942741,0.146249994635582,14.3303241729736,9.61575889587402,4.4365234375
102,1653947179.50421,163200,26.4567756652832,163200,0,0.641208469867706,0.003283148398623,-0.047710310667753,0,0.0007425333024,0.0007425333024,0.015697384253144,0.165000006556511,16.2543487548828,9.60564613342285,3.58984375
103,1653947182.58683,164800,23.4280014038086,164800,0,-0.912384688854218,0.008449830114841,-0.047739401459694,0,0.00057636218844,0.00057636218844,0.01541300304234,0.138750001788139,14.7836484909058,9.59602642059326,3.0693359375
104,1653947185.86271,166400,23.9236145019531,166400,0,0.726350128650665,0.002457851776853,-0.04786367341876,0,0.000508349505253,0.000508349505253,0.01209104154259,0.141874998807907,13.6473827362061,9.59528732299805,3.5849609375
105,1653947189.12766,168000,22.2080783843994,168000,0,-0.502671957015991,0.005989274941385,-0.047852251678705,0,0.000521576381288,0.000521576381288,0.013220847584307,0.137500002980232,13.1513795852661,9.60123348236084,4.734375
106,1653947192.20285,169600,27.3758144378662,169600,0,0.748888850212097,0.002979475073516,-0.04767694324255,0,0.00071023334749,0.00071023334749,0.015400200150907,0.161249995231628,17.054012298584,9.61761093139648,2.4912109375
107,1653947195.87613,171200,22.6522216796875,171200,0,-0.977894008159637,0.008762703277171,-0.047830950468779,0,0.000585271103773,0.000585271103773,0.014835703186691,0.139375001192093,14.0920581817627,9.57712650299072,1.75
108,1653947199.34496,172800,26.6482276916504,172800,0,1.18503820896149,0.005949843209237,-0.047791991382837,0,0.000762626761571,0.000762626761571,0.015498083084822,0.170000001788139,15.991229057312,9.51380157470703,2.8818359375
109,1653947202.36879,174400,23.7254753112793,174400,0,-0.963662803173065,0.011865934357047,-0.047807939350605,0,0.00074244645657,0.00074244645657,0.015858955681324,0.172499999403954,15.1120796203613,9.61300086975098,4.65234375
110,1653947205.78749,176000,24.9378700256348,176000,0,0.40074747800827,0.002422494348139,-0.047978959977627,0,0.000643206294626,0.000643206294626,0.013392183929682,0.153750002384186,14.9593458175659,9.62333202362061,3.4375
111,1653947209.69293,177600,23.6104278564453,177600,0,-0.211179494857788,0.003876126138493,-0.047976847738028,0,0.00065560801886,0.00065560801886,0.014863258227706,0.155000001192093,14.2366313934326,9.62907600402832,4.0771484375
112,1653947213.73846,179200,23.8704643249512,179200,0,-0.173937067389488,0.002365147462115,-0.047986030578613,0,0.000521618698258,0.000521618698258,0.013020438142121,0.127499997615814,14.4576644897461,9.63235759735107,4.5625
113,1653947217.16721,180800,24.9225578308105,180800,0,0.687227785587311,0.004071085248142,-0.047836270183325,0,0.000715787988156,0.000715787988156,0.014862131327391,0.160624995827675,14.6732425689697,9.60585403442383,3.8818359375
114,1653947220.18291,182400,23.4350185394287,182400,0,-0.672102749347687,0.005136149469763,-0.047938339412212,0,0.000554991944227,0.000554991944227,0.013431649655104,0.141874998807907,14.5400533676147,9.60986995697022,1.77734375
115,1653947223.91137,184000,25.3506813049316,184000,0,0.470381706953049,0.003361952956766,-0.047928411513567,0,0.000687549763825,0.000687549763825,0.015546083450317,0.159374997019768,15.3626165390015,9.56224918365479,2.74609375
116,1653947227.28815,185600,24.6491947174072,185600,0,-0.103965118527412,0.004533542320132,-0.047913249582052,0,0.000661958067212,0.000661958067212,0.013637680560351,0.157499998807907,15.2353000640869,9.56123924255371,3.90234375
117,1653947230.49637,187200,24.094898223877,187200,0,0.316053956747055,0.004402055870742,-0.047842960804701,0,0.000719481380656,0.000719481380656,0.015022153034806,0.169375002384186,14.2538728713989,9.56841278076172,3.3818359375
118,1653947234.49181,188800,22.9789733886719,188800,0,-0.313976347446442,0.004730596672744,-0.047884996980429,0,0.00058726745192,0.00058726745192,0.013506466522813,0.148750007152557,13.7229909896851,9.61311340332031,3.46484375
119,1653947237.73051,190400,23.4183883666992,190400,0,-0.012464357540011,0.003163657151163,-0.047940902411938,0,0.000531308411155,0.000531308411155,0.013784432783723,0.135625004768372,13.8525342941284,9.62309455871582,2.6865234375
120,1653947240.8386,192000,25.2454242706299,192000,0,0.281143069267273,0.003847948042676,-0.047923408448696,0,0.000721289077774,0.000721289077774,0.016066232696176,0.163124993443489,15.4225454330444,9.58581161499023,2.24609375
121,1653947244.93201,193600,23.1102027893066,193600,0,-0.688884377479553,0.004540409892797,-0.047953255474568,0,0.000526927644387,0.000526927644387,0.013780728913844,0.136250004172325,14.2056379318237,9.63686084747314,3.796875
122,1653947249.2007,195200,24.4343605041504,195200,0,0.575974702835083,0.001908447244205,-0.047908078879118,0,0.000606155022979,0.000606155022979,0.012495713308454,0.151250004768372,14.3072719573975,9.59711456298828,3.6875
123,1653947253.02493,196800,22.8689956665039,196800,0,-0.15106874704361,0.003253902308643,-0.047922927886248,0,0.000634682597592,0.000634682597592,0.013648168183863,0.156874999403954,13.4768886566162,9.5878438949585,2.9052734375
124,1653947256.9459,198400,25.3327198028564,198400,0,0.098776869475842,0.002230799756944,-0.047813050448895,0,0.000690179760568,0.000690179760568,0.015099021606147,0.161874994635582,15.7455234527588,9.53400135040283,3.58984375
125,1653947260.73848,200000,24.2262153625488,200000,0,-0.122832946479321,0.003393043531105,-0.047721326351166,0,0.000589047907852,0.000589047907852,0.014185952953994,0.150000005960464,14.8256072998047,9.56776905059814,3.83984375
126,1653947264.42183,201600,25.2321319580078,201600,0,0.299307614564896,0.002697254065424,-0.047643199563027,0,0.000632067327388,0.000632067327388,0.015505652874708,0.158749997615814,15.3797607421875,9.59800910949707,2.9755859375
127,1653947268.26506,203200,24.0909309387207,203200,0,0.02640681900084,0.004233465529978,-0.04760467633605,0,0.000675858638715,0.000675858638715,0.015584986656904,0.157499998807907,14.5393390655518,9.5685567855835,3.2255859375
