# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_control_rewards,mean_count_rewards,forward_dynamics_loss,inverse_dynamics_loss,batch_action_variance
0,1654500407.04571,0,711.342651367188,0.010250000283122,6.04162979125977,0.071311160922051,-0.097265519201756,0.000256250001257,0.001887000747956,0.002143250778317,0.024206457659602,0.604802846908569,685.867614746094,19.4593353271484,4.1708984375
1,1654500413.24089,3200,516.72509765625,0,-101.229598999023,9.60674476623535,-0.097148105502129,0,0.001856822520494,0.001856822520494,0.023797435685992,0.618962168693543,588.986511230469,19.4585590362549,4.046875
2,1654500418.69226,6400,542.475646972656,0.00265625002794,-4.81464767456055,0.062700912356377,-0.097232669591904,6.6406253608875E-05,0.001716992701404,0.001783399027772,0.022448919713497,0.593522310256958,527.871215820313,19.4535884857178,3.75
3,1654500424.7783,9600,502.132293701172,0.009937499649823,4.00350379943848,0.061265252530575,-0.097217202186585,0.000248437485425,0.001763349748217,0.002011787379161,0.022361926734448,0.600567221641541,478.712890625,19.4518547058105,2.4521484375
4,1654500430.29676,12800,452.437255859375,0.009845679625869,-3.79757189750671,0.073043540120125,-0.097223699092865,0.00024921874865,0.001792264753021,0.002041483530775,0.023092530667782,0.602637112140656,436.810180664063,19.4488143920898,4.734375
5,1654500435.70567,16000,424.197570800781,0,2.59529089927673,0.01307381875813,-0.097194075584412,0,0.001690539065748,0.001690539065748,0.021754885092378,0.59632420539856,402.238433837891,19.4479789733887,5.1865234375
6,1654500441.81957,19200,389.135467529297,0.017037037760019,0.242949441075325,0.104224152863026,-0.097189575433731,0.000431249995017,0.001715215155855,0.002146465005353,0.021903194487095,0.607441902160645,369.439544677734,19.4459667205811,5.5
7,1654500447.66918,22400,359.879180908203,0.004567901138216,-1.06269443035126,0.031451899558306,-0.097174949944019,0.000115625000035,0.00168348418083,0.001799109159037,0.021517667919397,0.60452789068222,341.563049316406,19.4445514678955,3.5068359375
8,1654500453.37677,25600,338.469299316406,0.022160492837429,2.96511507034302,0.126524388790131,-0.097167782485485,0.000560937507544,0.001703162444755,0.002264099894091,0.022209517657757,0.603236675262451,316.038665771484,19.4361705780029,4.3505859375
9,1654500458.84483,28800,307.996551513672,0.002093750052154,-2.8665030002594,0.030888319015503,-0.097157925367355,5.23437520314474E-05,0.001787586603314,0.001839930308051,0.022348107770085,0.619196951389313,291.498321533203,19.4310073852539,2.6318359375
10,1654500464.66531,32000,293.898468017578,0,1.47633290290833,0.011076866649091,-0.097128510475159,0,0.00160933600273,0.00160933600273,0.020591029897332,0.604811429977417,273.075073242188,19.4331130981445,2.9375
11,1654500470.59124,35200,273.536407470703,0.002623456763104,-0.13570636510849,0.021294251084328,-0.097132734954357,6.6406253608875E-05,0.0016441202024,0.001710526295938,0.020901963114739,0.61225026845932,254.324523925781,19.4234371185303,5.2490234375
12,1654500476.3934,38400,259.63134765625,0.014691358432174,0.797360777854919,0.085577249526978,-0.097122199833393,0.000371875008568,0.001598543487489,0.001970418728888,0.020947907119989,0.592532634735107,239.405792236328,19.4397392272949,2.875
13,1654500482.81315,41600,243.716400146484,0.017993826419115,0.10672739893198,0.051221586763859,-0.097076140344143,0.000455468747532,0.001629071193747,0.002084540203214,0.020535526797176,0.607447504997253,224.216674804688,19.4388656616211,3.2021484375
14,1654500489.58429,44800,229.280578613281,0.006913580466062,0.317706912755966,0.037544768303633,-0.097046390175819,0.00017499999376,0.001598689006642,0.001773689058609,0.021128259599209,0.613755106925964,209.586608886719,19.4357604980469,3.1162109375
15,1654500496.18176,48000,218.71826171875,0.010500000789762,0.830218553543091,0.050990048795939,-0.097025416791439,0.00026249999064,0.001652107341215,0.001914607477374,0.020811522379518,0.620441377162933,198.521499633789,19.4125881195068,4.46484375
16,1654500503.49759,51200,202.149276733398,0,-1.36838662624359,0.016110546886921,-0.09701394289732,0,0.001651610713452,0.001651610713452,0.020559990778566,0.632105231285095,184.201583862305,19.3969841003418,3.8974609375
17,1654500510.57772,54400,195.565414428711,0.004968354478478,1.49012291431427,0.030863991007209,-0.096992388367653,0.000122656259919,0.001476526842453,0.001599183073267,0.019026108086109,0.602524816989899,174.726226806641,19.415189743042,1.8125
18,1654500517.62431,57600,182.303512573242,0.0092987800017,-0.76281750202179,0.057039149105549,-0.097006320953369,0.000238281252678,0.001518636243418,0.001756917568855,0.019011151045561,0.620747983455658,163.696212768555,19.4100780487061,4.0625
19,1654500524.30523,60800,175.887313842773,0.020092591643334,2.41572141647339,0.107757367193699,-0.096929416060448,0.000508593744598,0.001679497770965,0.002188091631979,0.021526802331209,0.631196975708008,154.084808349609,19.3759593963623,4.21484375
20,1654500530.75891,64000,160.750091552734,0.002120253164321,-2.78033471107483,0.027302827686071,-0.09690847992897,5.23437520314474E-05,0.001647301949561,0.001699645537883,0.020590625703335,0.631928086280823,144.20068359375,19.3993511199951,0.875
21,1654500537.38647,67200,158.358901977539,0.017378048971295,3.03058099746704,0.059310182929039,-0.09683171659708,0.000445312529337,0.001683638198301,0.002128950553015,0.021127320826054,0.631865620613098,135.987274169922,19.3785667419434,2.0693359375
22,1654500544.00604,70400,143.08821105957,0,-2.86112833023071,0.019242260605097,-0.096834421157837,0,0.001406376482919,0.001406376482919,0.018274633213878,0.595449924468994,126.638496398926,19.3884315490723,2.859375
